0.00,0.00,0.00,0.00,30.00,1.00
1.00,0.00,0.00,10.00,30.00,3.00
2.00,0.00,0.00,20.00,30.00,1.00
3.00,0.00,0.00,30.00,10.00,0.00
4.00,0.00,0.00,40.00,30.00,3.00
5.00,0.00,0.00,50.00,10.00,3.00
6.00,0.00,0.00,60.00,40.00,3.00
7.00,0.00,0.00,70.00,10.00,0.00
8.00,0.00,0.00,80.00,40.00,3.00
9.00,0.00,0.00,90.00,20.00,1.00
10.00,0.00,10.00,0.00,30.00,0.00
11.00,0.00,10.00,10.00,30.00,2.00
12.00,0.00,10.00,20.00,30.00,0.00
13.00,0.00,10.00,30.00,10.00,0.00
14.00,0.00,10.00,40.00,40.00,1.00
15.00,0.00,10.00,50.00,10.00,2.00
16.00,0.00,10.00,60.00,30.00,3.00
17.00,0.00,10.00,70.00,10.00,0.00
18.00,0.00,10.00,80.00,40.00,3.00
19.00,0.00,10.00,90.00,20.00,3.00
20.00,0.00,20.00,0.00,30.00,0.00
21.00,0.00,20.00,10.00,30.00,2.00
22.00,0.00,20.00,20.00,10.00,0.00
23.00,0.00,20.00,30.00,30.00,3.00
24.00,0.00,20.00,40.00,40.00,0.00
25.00,0.00,20.00,50.00,10.00,3.00
26.00,0.00,20.00,60.00,40.00,3.00
27.00,0.00,20.00,70.00,10.00,0.00
28.00,0.00,20.00,80.00,40.00,3.00
29.00,0.00,20.00,90.00,20.00,3.00
30.00,0.00,30.00,0.00,40.00,3.00
31.00,0.00,30.00,10.00,30.00,3.00
32.00,0.00,30.00,20.00,10.00,2.00
33.00,0.00,30.00,30.00,10.00,2.00
34.00,0.00,30.00,40.00,40.00,0.00
35.00,0.00,30.00,50.00,10.00,3.00
36.00,0.00,30.00,60.00,40.00,3.00
37.00,0.00,30.00,70.00,10.00,0.00
38.00,0.00,30.00,80.00,40.00,3.00
39.00,0.00,30.00,90.00,40.00,3.00
40.00,0.00,40.00,0.00,40.00,2.00
41.00,0.00,40.00,10.00,30.00,3.00
42.00,0.00,40.00,20.00,10.00,0.00
43.00,0.00,40.00,30.00,30.00,3.00
44.00,0.00,40.00,40.00,20.00,1.00
45.00,0.00,40.00,50.00,10.00,1.00
46.00,0.00,40.00,60.00,40.00,2.00
47.00,0.00,40.00,70.00,10.00,0.00
48.00,0.00,40.00,80.00,40.00,3.00
49.00,0.00,40.00,90.00,40.00,2.00
50.00,0.00,50.00,0.00,30.00,3.00
51.00,0.00,50.00,10.00,30.00,1.00
52.00,0.00,50.00,20.00,10.00,0.00
53.00,0.00,50.00,30.00,30.00,3.00
54.00,0.00,50.00,40.00,20.00,3.00
55.00,0.00,50.00,50.00,10.00,2.00
56.00,0.00,50.00,60.00,40.00,2.00
57.00,0.00,50.00,70.00,10.00,0.00
58.00,0.00,50.00,80.00,40.00,3.00
59.00,0.00,50.00,90.00,40.00,3.00
60.00,0.00,60.00,0.00,10.00,0.00
61.00,0.00,60.00,10.00,20.00,1.00
62.00,0.00,60.00,20.00,10.00,2.00
63.00,0.00,60.00,30.00,30.00,3.00
64.00,0.00,60.00,40.00,20.00,2.00
65.00,0.00,60.00,50.00,10.00,2.00
66.00,0.00,60.00,60.00,40.00,3.00
67.00,0.00,60.00,70.00,30.00,0.00
68.00,0.00,60.00,80.00,40.00,3.00
69.00,0.00,60.00,90.00,40.00,0.00
70.00,0.00,70.00,0.00,10.00,0.00
71.00,0.00,70.00,10.00,40.00,0.00
72.00,0.00,70.00,20.00,40.00,3.00
73.00,0.00,70.00,30.00,30.00,3.00
74.00,0.00,70.00,40.00,20.00,2.00
75.00,0.00,70.00,50.00,20.00,2.00
76.00,0.00,70.00,60.00,40.00,3.00
77.00,0.00,70.00,70.00,30.00,0.00
78.00,0.00,70.00,80.00,40.00,3.00
79.00,0.00,70.00,90.00,40.00,1.00
80.00,0.00,80.00,0.00,10.00,0.00
81.00,0.00,80.00,10.00,20.00,1.00
82.00,0.00,80.00,20.00,40.00,3.00
83.00,0.00,80.00,30.00,30.00,3.00
84.00,0.00,80.00,40.00,20.00,2.00
85.00,0.00,80.00,50.00,20.00,1.00
86.00,0.00,80.00,60.00,40.00,3.00
87.00,0.00,80.00,70.00,30.00,1.00
